Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
PROSUS,NL0013654783,PRX,Euronext Amsterdam,EUR,46.00,47.20,45.165,45.465,20/05/2022 17:37,CET,2600865,120960285.01
PROTECTOR FORSIKRG,NO0010209331,PROT,Oslo Børs,NOK,102.00,104.80,102.00,102.60,20/05/2022 16:25,CET,26469,2733060.20
PROVENTURE GOLD,CA74375L1058,MLPRO,Euronext Access Paris,EUR,3.00,3.00,3.00,3.00,28/05/2019 11:30,CET,13250,39750.00
PROVIDENCE RES.,IE00B66B5T26,PZQA,Euronext Growth Dublin,EUR,0.027,0.027,0.027,0.027,20/05/2022 21:00,IST,7533,203.40
PROXIMAR SEAFOOD,NO0010893902,PROXI,Euronext Growth Oslo,NOK,7.60,7.99,7.60,7.92,20/05/2022 15:49,CET,16643,130814.82
PROXIMUS,BE0003810273,PROX,Euronext Brussels,EUR,16.09,16.23,15.98,16.175,20/05/2022 17:35,CET,619044,9993734.71
PRYME,NL00150005Z1,PRYME,Euronext Growth Oslo,NOK,12.00,12.30,11.60,11.80,20/05/2022 16:25,CET,222455,2669439.85
PUBLICIS BSA,FR0000312928,PUBBS,Euronext Paris,EUR,32.00,32.00,32.00,32.00,17/05/2022 12:26,CET,60,1920.00
PUBLICIS GROUPE SA,FR0000130577,PUB,Euronext Paris,EUR,54.76,55.42,54.54,54.60,20/05/2022 17:35,CET,511261,28090147.94
PYRUM INNOVATIONS,DE000A2G8ZX8,PYRUM,Euronext Growth Oslo,NOK,672.00,700.00,672.00,698.00,20/05/2022 16:25,CET,689,480394.00
Q-FREE,NO0003103103,QFR,Oslo Børs,NOK,6.90,7.10,6.90,7.07,20/05/2022 16:25,CET,44805,312363.23
QRF,BE0974272040,QRF,Euronext Brussels,EUR,11.85,12.20,11.85,11.90,20/05/2022 17:29,CET,2928,35461.10
QUADIENT,FR0000120560,QDT,Euronext Paris,EUR,18.66,19.18,18.66,18.82,20/05/2022 17:35,CET,26939,510234.75
QUADPACK,ES0105118006,ALQP,Euronext Growth Paris,EUR,23.20,23.20,23.20,23.20,20/05/2022 09:00,CET,1,23.20
QUANTAFUEL,NO0010785967,QFUEL,Euronext Growth Oslo,NOK,14.27,14.81,14.12,14.40,20/05/2022 16:25,CET,477424,6898396.26
QUANTUM GENOMICS,FR0011648971,ALQGC,Euronext Growth Paris,EUR,1.932,2.014,1.932,1.974,20/05/2022 17:35,CET,112523,223059.09
QUESTBACK GROUP,NO0011019119,QUEST,Euronext Growth Oslo,NOK,82.00,82.00,82.00,82.00,09/05/2022 11:58,CET,128,10496.00
QUESTERRE ENERGY,CA74836K1003,QEC,Oslo Børs,NOK,1.394,1.45,1.38,1.40,20/05/2022 16:25,CET,1363628,1916859.86
QUESTFOR GR-PRICAF,BE0003730448,QFG,Euronext Brussels,EUR,6.44,6.44,6.26,6.40,20/05/2022 17:29,CET,8259,52332.66
QWAMPLIFY,FR0010889386,ALQWA,Euronext Growth Paris,EUR,7.04,7.12,7.00,7.00,20/05/2022 17:14,CET,3358,23607.54
QWAMPLIFY BSAANE,FR0013472677,QWABS,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-
R8 PROPERTY,NO0010859689,R8P,Euronext Growth Oslo,NOK,28.60,28.60,28.60,28.60,20/05/2022 14:42,CET,300,8580.00
RA SPL ACQ SHA,KYG7552D1016,RSAC,Euronext Amsterdam,USD,10.00,10.00,10.00,10.00,02/05/2022 00:00,CET,-,-
RA SPL ACQ UNITS,KYG7552D1271,RSACU,Euronext Amsterdam,USD,10.00,10.00,10.00,10.00,27/04/2022 00:00,CET,-,-
RA SPL ACQ WARR,KYG7552D1198,RSACW,Euronext Amsterdam,USD,0.90,0.90,0.90,0.90,02/05/2022 00:00,CET,-,-
RAIZE,PTRIZ0AM0009,MLRZE,Euronext Access Lisbon,EUR,1.09,1.09,1.09,1.09,18/05/2022 20:30,BST,270,294.30
RAK PETROLEUM,GB00BRGBL804,RAKP,Oslo Børs,NOK,13.25,13.40,13.00,13.30,20/05/2022 15:59,CET,350649,4642596.90
RALLYE,FR0000060618,RAL,Euronext Paris,EUR,3.62,3.695,3.55,3.64,20/05/2022 17:35,CET,56215,203034.11
RAMADA,PTFRV0AE0004,RAM,Euronext Lisbon,EUR,6.52,6.68,6.52,6.68,20/05/2022 21:35,BST,12032,79395.76
RAMSAY GEN SANTE,FR0000044471,GDS,Euronext Paris,EUR,23.80,23.90,23.80,23.90,20/05/2022 14:44,CET,134,3202.50
RANA GRUBER,NO0010907389,RANA,Oslo Børs,NOK,52.80,53.90,52.10,53.90,20/05/2022 16:25,CET,189966,10148848.30
RANDSTAD NV,NL0000379121,RAND,Euronext Amsterdam,EUR,50.56,51.36,50.56,50.78,20/05/2022 17:35,CET,470622,24290762.50
RAPID NUTRITION,GB00BLG2TX24,ALRPD,Euronext Growth Paris,EUR,0.049,0.051,0.043,0.043,20/05/2022 17:35,CET,9774726,451996.18
RAPIDO PRET,FR0012395457,ML350,Euronext Access Paris,EUR,0.182,0.182,0.182,0.182,17/05/2022 11:30,CET,100,18.20
REACH SUBSEA,NO0003117202,REACH,Oslo Børs,NOK,3.85,3.99,3.78,3.94,20/05/2022 16:25,CET,276979,1081106.25
REALCO,BE0003841583,REAL,Euronext Access Brussels,EUR,18.00,18.00,18.00,18.00,04/05/2022 16:31,CET,200,3600.00
REALITES,FR0011858190,ALREA,Euronext Growth Paris,EUR,37.60,37.60,37.10,37.10,20/05/2022 17:35,CET,4948,184761.60
REC SILICON,NO0010112675,RECSI,Oslo Børs,NOK,19.90,20.53,19.30,19.745,20/05/2022 16:26,CET,16024936,318867744.70
RECTICEL,BE0003656676,REC,Euronext Brussels,EUR,17.86,18.14,17.80,17.82,20/05/2022 17:35,CET,36898,661939.62
RECYLEX S.A.,FR0000120388,RX,Euronext Paris,EUR,1.842,1.868,1.816,1.848,13/05/2020 17:20,CET,7005,12873.942
REDITUS,SGPS,PTRED0AP0010,RED,Euronext Lisbon,EUR,0.05,0.05,0.05,0.05,19/05/2022 20:30,BST,1500,75.00
REIBEL,BE0003829463,REI,Euronext Access Brussels,EUR,0.33,0.33,0.33,0.33,05/11/2019 16:30,CET,500,165.00
REINET INVESTMENTS,LU0383812293,REINA,Euronext Amsterdam,EUR,18.90,18.90,18.80,18.80,20/05/2022 16:48,CET,20,377.00
RELX,GB00B2B0DG97,REN,Euronext Amsterdam,EUR,26.53,27.03,26.53,26.79,20/05/2022 17:36,CET,799896,21637416.60
REMY COINTREAU,FR0000130395,RCO,Euronext Paris,EUR,167.70,168.50,165.10,166.60,20/05/2022 17:35,CET,62337,10394971.50
REN,PTREL0AM0008,RENE,Euronext Lisbon,EUR,2.87,2.89,2.86,2.885,20/05/2022 21:35,BST,873833,2517933.66
RENAULT,FR0000131906,RNO,Euronext Paris,EUR,24.38,25.30,24.175,24.175,20/05/2022 17:35,CET,2280199,56245065.09
RENEWI,GB00BNR4T868,RWI,Euronext Amsterdam,EUR,7.70,7.79,7.68,7.73,20/05/2022 17:29,CET,12157,94027.39
RES GESTAE SOCIMI,ES0105550000,MLJDL,Euronext Access Paris,EUR,7.00,7.00,7.00,7.00,29/06/2021 00:00,CET,-,-
RESILUX,BE0003707214,RES,Euronext Brussels,EUR,234.00,235.00,234.00,235.00,20/05/2022 17:35,CET,133,31209.00
RETAIL ESTATES,BE0003720340,RET,Euronext Brussels, Amsterdam,EUR,71.30,71.70,70.60,71.10,20/05/2022 17:35,CET,12892,916817.30
REVIVAL EXPANSION,FR0000077232,MLREX,Euronext Access Paris,EUR,9.94,9.94,9.94,9.94,27/12/2016 15:00,CET,3,29.82
REWORLD MEDIA,FR0010820274,ALREW,Euronext Growth Paris,EUR,6.26,6.35,6.20,6.21,20/05/2022 17:35,CET,19464,121843.23
REXEL,FR0010451203,RXL,Euronext Paris,EUR,18.50,19.00,18.47,18.735,20/05/2022 17:35,CET,563748,10580667.08
RIBER,FR0000075954,ALRIB,Euronext Growth Paris,EUR,1.634,1.636,1.57,1.628,20/05/2022 17:01,CET,13049,20806.03
RIVER TECH,MT0001710103,RIVER,Euronext Growth Oslo,NOK,58.00,58.00,58.00,58.00,13/05/2022 09:08,CET,177,10266.00
ROBERTET,FR0000039091,RBT,Euronext Paris,EUR,858.00,858.00,848.00,852.00,20/05/2022 17:35,CET,265,225337.00
ROBERTET CDV 87,FR0000045619,CBR,Euronext Paris,EUR,194.00,194.00,194.00,194.00,16/04/2021 11:30,CET,1,194.00
ROBERTET CI,FR0000045601,CBE,Euronext Paris,EUR,803.00,803.00,803.00,803.00,20/05/2022 11:30,CET,7,5621.00
ROCHE BOBOIS,FR0013344173,RBO,Euronext Paris,EUR,33.10,33.50,33.00,33.10,20/05/2022 17:29,CET,255,8518.00
ROCTOOL,FR0010523167,ALROC,Euronext Growth Paris,EUR,3.79,3.79,3.68,3.68,20/05/2022 17:16,CET,7567,28069.59
ROCTOOL BSA 2020-2,FR0013477593,ROCBT,Euronext Growth Paris,EUR,0.0115,0.0115,0.0115,0.0115,27/12/2021 11:34,CET,650,7.48
RODAMCO,NL0000288652,-,Euronext Expert Market,EUR,7.40,7.40,7.40,7.40,27/01/2015 12:00,CET,2,14.80
ROMERIKE SPAREBK,NO0010808405,ROMER,Euronext Growth Oslo,NOK,120.00,121.00,119.00,119.00,20/05/2022 15:56,CET,316,37727.00
ROMREAL,BMG763301022,ROM,Euronext Expand Oslo,NOK,1.75,1.75,1.52,1.60,19/05/2022 16:25,CET,32000,50959.57
ROMSDAL SPAREBANK,NO0010759988,ROMSB,Euronext Growth Oslo,NOK,129.00,130.00,129.00,130.00,18/05/2022 16:19,CET,100,12950.00
ROODMICROTEC,NL0000440477,ROOD,Euronext Amsterdam,EUR,0.206,0.208,0.203,0.208,20/05/2022 17:21,CET,24335,5044.75
ROSIER,BE0003575835,ENGB,Euronext Brussels,EUR,19.20,19.20,19.20,19.20,04/03/2022 12:48,CET,119,2284.80
ROTHSCHILD & CO,FR0000031684,ROTH,Euronext Paris,EUR,36.35,37.10,36.20,36.65,20/05/2022 17:35,CET,21043,770456.40
ROTON,BE0003660710,-,Euronext Expert Market,EUR,0.52,0.52,0.52,0.52,15/06/2021 11:30,CET,251,130.52
ROUGIER S.A.,FR0000037640,ALRGR,Euronext Growth Paris,EUR,17.40,17.60,17.40,17.60,26/02/2018 13:46,CET,162,2843.60
ROULARTA,BE0003741551,ROU,Euronext Brussels,EUR,20.90,21.00,20.60,21.00,20/05/2022 17:17,CET,4281,89176.00
ROUSSELET CENTRIF.,FR0000035750,MLROU,Euronext Access Paris,EUR,41.60,41.60,41.60,41.60,06/05/2022 11:30,CET,1,41.60
RSR SINGULAR,ES0105505004,MLRSR,Euronext Access Lisbon,EUR,-,-,-,-,-,BST,-,-
RUBIS,FR0013269123,RUI,Euronext Paris,EUR,25.93,26.50,25.86,26.33,20/05/2022 17:35,CET,135895,3572230.94
RUBIS NV22,FR001400ABR1,RUINV,Euronext Paris,EUR,-,-,-,-,-,CET,-,-
RYANAIR HOLD. PLC,IE00BYTBXV33,RYA,Euronext Dublin,EUR,14.205,14.66,14.155,14.30,20/05/2022 21:00,IST,2349474,33866689.12
S.CLUBE BRAGA,PTSCB0AM0001,SCB,Euronext Access Lisbon,EUR,9.00,9.00,9.00,9.00,25/03/2022 16:30,BST,43,387.00
S.D. STANDARD ETC,CY0101550917,SDSD,Oslo Børs,NOK,2.18,2.26,2.18,2.19,20/05/2022 16:25,CET,1708742,3791355.72
S.E.B.,FR0000121709,SK,Euronext Paris,EUR,100.60,101.50,100.10,101.00,20/05/2022 17:35,CET,76505,7720268.70
SAFE,FR0013467123,ALSAF,Euronext Growth Paris,EUR,0.074,0.077,0.0732,0.0735,20/05/2022 17:27,CET,248045,18512.73
SAFRAN,FR0000073272,SAF,Euronext Paris,EUR,96.95,98.78,95.61,96.01,20/05/2022 17:35,CET,717379,70042190.63
SAGA PURE,NO0010572589,SAGA,Oslo Børs,NOK,2.60,2.63,2.563,2.601,20/05/2022 16:25,CET,566313,1474895.47
SAINT GOBAIN,FR0000125007,SGO,Euronext Paris, Amsterdam, Brussels,EUR,52.90,53.84,51.96,51.96,20/05/2022 17:35,CET,1372297,72251969.10
SAINT GOBAIN NV22,FR0014009TI8,SGONV,Euronext Paris,EUR,-,-,-,-,-,CET,-,-
SAINT JEAN GROUPE,FR0000060121,SABE,Euronext Paris,EUR,18.10,18.10,18.00,18.00,20/05/2022 16:30,CET,2025,36532.50
SALMAR,NO0010310956,SALM,Oslo Børs,NOK,693.00,709.00,687.50,703.00,20/05/2022 16:27,CET,151271,106150270.50
SALMON EVOLUTION,NO0010892094,SALME,Oslo Børs,NOK,8.33,8.84,8.33,8.83,20/05/2022 16:25,CET,1022107,8833090.40
SALMONES CAMANCHAC,NO0012451915,SACAM,Oslo Børs,NOK,40.80,40.80,40.80,40.80,20/05/2022 15:04,CET,30,1224.00
SAMSE,FR0000060071,SAMS,Euronext Paris,EUR,206.00,206.00,201.00,204.00,20/05/2022 15:58,CET,289,58850.00
SANDNES SPAREBANK,NO0006001007,SADG,Oslo Børs,NOK,93.80,93.80,93.00,93.40,20/05/2022 16:28,CET,4398,409788.00
SANOFI,FR0000120578,SAN,Euronext Paris,EUR,100.72,102.70,100.56,102.30,20/05/2022 17:38,CET,2711666,277018111.14
SAPMER,FR0010776617,ALMER,Euronext Growth Paris,EUR,8.00,8.00,8.00,8.00,20/05/2022 11:30,CET,2,16.00
SARTORIUS STED BIO,FR0013154002,DIM,Euronext Paris,EUR,303.00,309.80,300.00,307.70,20/05/2022 17:35,CET,67050,20604529.70
SAS AB,SE0003366871,SASNO,Oslo Børs,NOK,0.9454,0.948,0.92,0.9328,20/05/2022 16:25,CET,2826407,2641994.06
SATS,NO0010863285,SATS,Oslo Børs,NOK,14.00,14.10,13.78,14.00,20/05/2022 16:25,CET,103535,1448958.94
SAVENCIA,FR0000120107,SAVE,Euronext Paris,EUR,61.30,62.20,61.30,62.10,20/05/2022 17:35,CET,712,44035.40
SAVONNERIE NYONS,FR0013155975,MLSDN,Euronext Access Paris,EUR,34.00,34.00,34.00,34.00,20/05/2022 16:30,CET,5,170.00
SBM OFFSHORE,NL0000360618,SBMO,Euronext Amsterdam,EUR,14.51,14.695,14.41,14.47,20/05/2022 17:35,CET,547883,7890922.00
SBT,FR0004175222,MLSBT,Euronext Access Paris,EUR,5.60,5.60,5.60,5.60,16/05/2022 11:30,CET,20,112.00
SCANA,NO0003053308,SCANA,Oslo Børs,NOK,1.238,1.25,1.21,1.24,20/05/2022 16:25,CET,264085,327552.87
SCANDINAVIAN HOUSE,CH0220529603,MLSHD,Euronext Access Paris,EUR,17.51,17.51,17.51,17.51,13/05/2016 15:00,CET,500,8755.00
SCATEC,NO0010715139,SCATC,Oslo Børs,NOK,94.24,95.86,93.32,94.44,20/05/2022 16:25,CET,855500,80972244.16
SCBSM,FR0006239109,CBSM,Euronext Paris,EUR,9.10,9.20,9.10,9.20,20/05/2022 14:21,CET,367,3353.80
SCEMI,FR0010972091,MLCMI,Euronext Access Paris,EUR,5.55,5.55,5.55,5.55,13/05/2022 11:30,CET,9,49.95
SCHEERD.V KERCHOVE,BE0012378593,SCHD,Euronext Brussels,EUR,565.00,620.00,565.00,620.00,11/05/2022 16:30,CET,4,2370.00
SCHIBSTED SER. A,NO0003028904,SCHA,Oslo Børs,NOK,189.10,194.60,186.90,192.50,20/05/2022 16:25,CET,276480,53108832.60
SCHIBSTED SER. B,NO0010736879,SCHB,Oslo Børs,NOK,170.90,174.10,168.00,170.90,20/05/2022 16:28,CET,244408,41877374.30
SCHLUMBERGER,AN8068571086,SLB,Euronext Paris,EUR,38.00,39.80,38.00,38.90,20/05/2022 17:35,CET,12261,482420.15
SCHNEIDER ELECTRIC,FR0000121972,SU,Euronext Paris,EUR,125.76,128.32,125.12,125.62,20/05/2022 17:36,CET,1137098,146158087.64
SCHOBRUNN PARIS,FR0010961920,MLSCH,Euronext Access Paris,EUR,24.80,24.80,24.80,24.80,08/02/2022 11:30,CET,13,322.40
SCIENTIA SCHOOL,ES0105592002,MLSCI,Euronext Access Paris,EUR,5.05,5.05,5.05,5.05,06/04/2022 16:47,CET,14927,75381.35
SCOR SE,FR0010411983,SCR,Euronext Paris,EUR,25.93,26.01,25.37,25.40,20/05/2022 17:35,CET,426151,10881284.15
SCR-SIBELCO,BE0944264663,-,Euronext Expert Market,EUR,5400.00,5400.00,5400.00,5400.00,17/05/2022 11:30,CET,2,10800.00
SEABIRD EXPLORAT,CY0101162119,GEG,Oslo Børs,NOK,3.99,3.99,3.64,3.96,20/05/2022 16:25,CET,722291,2733744.17
SEADRILL,BMG7997W1029,SDRL,Euronext Expand Oslo,NOK,346.00,357.25,340.00,341.50,20/05/2022 16:19,CET,10729,3751146.15
SEAWAY 7,NO0010893803,SEAW7,Euronext Growth Oslo,NOK,10.00,10.90,10.00,10.30,20/05/2022 15:57,CET,101342,1033834.65
SECHE ENVIRONNEM.,FR0000039109,SCHP,Euronext Paris,EUR,67.00,67.90,66.50,66.50,20/05/2022 17:35,CET,3423,228938.20
SEGRO PLC,GB00B5ZN1N88,SGRO,Euronext Paris,EUR,11.30,11.30,11.30,11.30,07/04/2021 13:45,CET,500,5650.00
SEIF SPA,IT0005353484,ALSEI,Euronext Growth Paris,EUR,0.456,0.456,0.456,0.456,20/05/2022 09:00,CET,1,0.46
SELCODIS,FR0000065492,SLCO,Euronext Paris,EUR,0.29,0.29,0.29,0.29,25/03/2009 00:00,CET,2074,601.00
SELECTIRENTE,FR0004175842,SELER,Euronext Paris,EUR,97.00,97.00,97.00,97.00,20/05/2022 11:30,CET,1,97.00
SELF STORAGE GROUP,NO0010781206,SSG,Oslo Børs,NOK,32.40,32.80,32.20,32.80,20/05/2022 15:24,CET,51595,1656843.40
SELVAAG BOLIG,NO0010612450,SBO,Oslo Børs,NOK,43.30,44.35,43.30,43.50,20/05/2022 16:25,CET,10468,458493.85
SEMAPA,PTSEM0AM0004,SEM,Euronext Lisbon,EUR,14.20,14.40,14.20,14.40,20/05/2022 21:35,BST,18641,266347.54
SEMPLICEMENTE SpA,IT0005072811,MLSMP,Euronext Access Paris,EUR,0.81,0.81,0.81,0.81,05/08/2016 15:00,CET,100,81.00
SENSORION,FR0012596468,ALSEN,Euronext Growth Paris,EUR,0.46,0.479,0.46,0.47,20/05/2022 17:35,CET,30005,13966.32
SEQUA PETROLEUM NV,NL0010623518,MLSEQ,Euronext Access Paris,EUR,0.0095,0.0095,0.0095,0.0095,20/05/2022 16:30,CET,1201,11.41
SEQUANA MEDICAL,BE0974340722,SEQUA,Euronext Brussels,EUR,5.60,5.70,5.56,5.64,20/05/2022 17:07,CET,2880,16128.16
SERGEFERRARI GROUP,FR0011950682,SEFER,Euronext Paris,EUR,16.20,16.20,15.58,15.86,20/05/2022 17:35,CET,7550,119844.10
SERMA GROUP,FR0000073728,ALSER,Euronext Growth Paris,EUR,312.00,312.00,312.00,312.00,11/05/2022 11:30,CET,4,1248.00
SES,LU0088087324,SESG,Euronext Paris,EUR,8.546,8.686,8.534,8.588,20/05/2022 17:35,CET,665943,5732608.87
SES IMAGOTAG,FR0010282822,SESL,Euronext Paris,EUR,83.30,86.00,83.30,83.30,20/05/2022 17:35,CET,3197,268164.80
SHELF DRILLING,KYG236271055,SHLF,Oslo Børs,NOK,18.90,19.20,18.54,18.64,20/05/2022 16:25,CET,533962,10081599.08
SHELL PLC,GB00BP6MXD84,SHELL,Euronext Amsterdam,EUR,27.71,28.045,27.48,27.595,20/05/2022 17:37,CET,9533375,265525593.30
SHOWROOMPRIVE,FR0013006558,SRP,Euronext Paris,EUR,1.587,1.587,1.528,1.541,20/05/2022 17:35,CET,117562,181674.20
SHURGARD,LU1883301340,SHUR,Euronext Brussels,EUR,46.45,48.00,46.45,47.30,20/05/2022 17:35,CET,25809,1223072.50
SIDETRADE,FR0010202606,ALBFR,Euronext Growth Paris,EUR,146.50,146.50,140.00,143.00,20/05/2022 17:04,CET,966,139187.50
SIEM OFFSHORE,KYG812291253,SIOFF,Oslo Børs,NOK,17.22,17.42,15.90,16.82,20/05/2022 16:25,CET,1017445,16841715.82
SIEMENS,DE0007236101,SIA,Traded not listed Brussels,EUR,114.12,116.84,114.12,114.50,20/05/2022 17:23,CET,376,43454.22
SIF HOLDING,NL0011660485,SIFG,Euronext Amsterdam,EUR,10.82,11.18,10.40,10.40,20/05/2022 17:35,CET,89612,960277.56
SIGNAUX GIROD,FR0000060790,ALGIR,Euronext Growth Paris,EUR,13.30,13.35,12.90,12.90,20/05/2022 17:08,CET,1316,17130.55
SIGNIFY NV,NL0011821392,LIGHT,Euronext Amsterdam,EUR,34.91,36.06,34.85,35.62,20/05/2022 17:35,CET,731272,26265848.97
SII,FR0000074122,SII,Euronext Paris,EUR,47.10,47.10,46.15,46.35,20/05/2022 17:35,CET,7675,358478.95
SIKRI HOLDING,NO0010881717,SIKRI,Euronext Growth Oslo,NOK,89.50,89.50,86.00,86.00,20/05/2022 14:32,CET,464,40254.00
SILC,FR0010679365,MLSIL,Euronext Access Paris,EUR,0.416,0.416,0.416,0.416,22/03/2021 16:30,CET,150,62.40
SIMAT,CI0000000832,MLMAT,Euronext Access Paris,EUR,2.20,2.20,2.20,2.20,13/11/2019 11:30,CET,10,22.00
SIMINANS,BE0016250517,-,Euronext Expert Market,EUR,23.40,23.40,23.40,23.40,22/02/2022 11:30,CET,75,1755.00
SIPEF,BE0003898187,SIP,Euronext Brussels,EUR,64.20,64.70,63.70,63.70,20/05/2022 17:35,CET,6388,409702.40
SKANDIA GREENPOWER,NO0010931207,SKAND,Euronext Growth Oslo,NOK,5.08,5.10,5.08,5.10,20/05/2022 10:49,CET,1400,7120.00
SKUE SPAREBANK,NO0006001809,SKUE,Oslo Børs,NOK,224.00,224.00,224.00,224.00,20/05/2022 11:37,CET,35,7840.00
SLIGRO FOOD GROUP,NL0000817179,SLIGR,Euronext Amsterdam,EUR,20.05,20.10,19.80,19.90,20/05/2022 17:35,CET,74189,1522792.93
SMAIO,FR0014005I80,ALSMA,Euronext Growth Paris,EUR,4.85,4.94,4.85,4.94,20/05/2022 16:38,CET,800,3927.98
SMALTO,FR0011131788,MLSML,Euronext Access Paris,EUR,0.009,0.009,0.009,0.009,20/05/2022 11:35,CET,5440,48.96
SMALTO BSA,FR0010649228,SMLBS,Euronext Access Paris,EUR,0.04,0.04,0.04,0.04,27/12/2016 15:30,CET,115298,4611.92
SMARTCRAFT,NO0011008971,SMCRT,Oslo Børs,NOK,16.00,16.06,15.52,15.52,20/05/2022 16:25,CET,5604,88265.54
SMARTOPTICS GROUP,NO0011012502,SMOP,Euronext Growth Oslo,NOK,12.15,12.90,12.15,12.50,20/05/2022 16:25,CET,5481,68105.15
SMARTPHOTO GROUP,BE0974323553,SMAR,Euronext Brussels,EUR,26.50,27.30,26.50,27.30,20/05/2022 17:35,CET,80,2143.20
SMCP,FR0013214145,SMCP,Euronext Paris,EUR,6.23,6.45,6.23,6.315,20/05/2022 17:35,CET,100411,639082.12
SMTPC,FR0004016699,SMTPC,Euronext Paris,EUR,27.80,27.80,27.40,27.50,20/05/2022 17:35,CET,2881,79722.50
SMURFIT KAPPA GP,IE00B1RR8406,SK3,Euronext Dublin,EUR,36.14,37.26,36.14,36.55,20/05/2022 21:05,IST,422218,15518370.96
SNCB/NMBS -Jce/Gen,BE0010621481,-,Euronext Expert Market,EUR,0.09,0.09,0.09,0.09,12/04/2022 11:30,CET,1605,144.45
SNOWWORLD,NL0010627865,SNOW,Euronext Amsterdam,EUR,9.50,9.50,9.50,9.50,11/05/2022 11:00,CET,1,9.50
SOC FRANC CASINOS,FR0010209809,SFCA,Euronext Paris,EUR,1.36,1.36,1.36,1.36,18/05/2022 11:30,CET,8,10.88
SOCIETE GENERALE,FR0000130809,GLE,Euronext Paris,EUR,24.76,25.08,24.345,24.495,20/05/2022 17:35,CET,5244646,129842016.92
SOCLINPAR,QX0000022625,-,Euronext Expert Market,EUR,21.78,21.78,21.78,21.78,29/11/2016 11:30,CET,14,304.92
SODEXO,FR0000121220,SW,Euronext Paris,EUR,71.30,72.16,70.62,71.28,20/05/2022 17:35,CET,186446,13319692.58
SODITECH,FR0000078321,SEC,Euronext Paris,EUR,0.90,0.90,0.90,0.90,20/05/2022 11:30,CET,250,225.00
SOFINA,BE0003717312,SOF,Euronext Brussels,EUR,253.00,272.80,252.40,258.60,20/05/2022 17:39,CET,73892,20241684.40
SOFTIMAT,BE0003773877,SOFT,Euronext Growth Brussels,EUR,2.68,2.68,2.66,2.66,20/05/2022 16:30,CET,800,2140.00
SOFTOX SOLUTIONS,NO0010811961,SOFTX,Euronext Growth Oslo,NOK,43.80,43.80,41.15,42.00,20/05/2022 16:19,CET,13983,584545.05
SOGECLAIR,FR0000065864,SOG,Euronext Paris,EUR,21.40,21.60,21.40,21.60,20/05/2022 14:03,CET,52,1117.60
SOGN SPAREBANK,NO0006000603,SOGN,Oslo Børs,NOK,130.00,130.00,129.00,129.00,20/05/2022 11:31,CET,178,23090.00
SOITEC,FR0013227113,SOI,Euronext Paris,EUR,168.40,171.45,167.15,167.85,20/05/2022 17:35,CET,55043,9323511.05
SOLOCAL GROUP,FR00140006O9,LOCAL,Euronext Paris,EUR,0.969,0.974,0.94,0.9405,20/05/2022 17:35,CET,179849,172758.15
SOLSTAD OFFSHORE,NO0003080608,SOFF,Oslo Børs,NOK,38.25,39.00,35.85,37.65,20/05/2022 16:25,CET,1451451,53976351.90
SOLUTIONS 30 SE,FR0013379484,S30,Euronext Paris,EUR,5.57,5.68,5.55,5.592,20/05/2022 17:35,CET,258629,1452341.18
SOLVAC NOM(RETAIL),BE0003545531,SOLV,Euronext Brussels,EUR,100.00,101.50,100.00,100.50,20/05/2022 13:52,CET,1419,142044.00
SOLVAY,BE0003470755,SOLB,Euronext Brussels, Paris,EUR,89.76,90.80,88.50,88.50,20/05/2022 17:35,CET,185130,16850799.18
SOLVAY (CP 41),BE0099887748,-,Euronext Expert Market,EUR,48.00,48.00,48.00,48.00,30/05/2017 11:30,CET,2,96.00
SOMFY SA,FR0013199916,SO,Euronext Paris,EUR,135.00,137.00,134.40,134.40,20/05/2022 17:35,CET,11867,1603939.80
SONAE,PTSON0AM0001,SON,Euronext Lisbon,EUR,1.016,1.028,1.005,1.01,20/05/2022 21:35,BST,6291613,6398891.73
SONAECOM,SGPS,PTSNC0AM0006,SNC,Euronext Lisbon,EUR,2.10,2.10,2.05,2.10,20/05/2022 21:38,BST,36264,75880.03
SONAGI,PTSNG0AM0007,SNG,Euronext Access Lisbon,EUR,3.50,3.50,3.50,3.50,19/05/2022 21:18,BST,20,70.00
SOPRA STERIA GROUP,FR0000050809,SOP,Euronext Paris,EUR,164.00,166.20,161.50,161.90,20/05/2022 17:35,CET,16871,2757766.80
SPADEL,BE0003798155,SPA,Euronext Brussels,EUR,182.00,182.00,182.00,182.00,13/05/2022 11:30,CET,25,4550.00
SPARBNK 68 GR NORD,NO0010887110,SB68,Euronext Growth Oslo,NOK,209.00,209.00,209.00,209.00,20/05/2022 09:00,CET,13,2717.00
SPAREBANK 1 SMN,NO0006390301,MING,Oslo Børs,NOK,126.00,127.00,125.00,125.00,20/05/2022 16:25,CET,83268,10456752.60
SPAREBANK 1 SR-BK,NO0010631567,SRBNK,Oslo Børs,NOK,116.10,116.90,115.80,116.20,20/05/2022 16:25,CET,140039,16285256.50
SPAREBANK 1 SØRØ,NO0006000207,SOON,Oslo Børs,NOK,57.60,57.80,56.40,56.40,20/05/2022 16:25,CET,68568,3921656.80
